,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,book_chapter,work_in_event,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,participation_event,name,first_doc,institution,ind_prod,min_book_year,min_book_chapter_year,min_article_year,min_work_in_event_year,min_text_in_newspaper_magazine_year,min_patent_year,min_guidance_year,min_software
3194,d659c262-b733-4461-ba6d-2d2789a75993,,,,,6,19,33,9,4,10,1,1,,6,3,206,Doutorado,,22,4,25,1,5,,12,,,70,Paulo Roberto Antunes de Mello Affonso,2004,UESB,59.075,,2000,1996,1994,,,2008.0,
3195,a5c26679-87f7-443d-8b6e-f1f64e6cb2bf,,,,2,,1,,,,7,,,,1,,13,Mestrado,,,,,1,,,14,,1,9,Luzineide Vieira de Sousa,None,UNEB,3.465,2018,,2005,2002,,,2010.0,
3196,4a9ac735-fc74-4f21-a40a-32e16d6717f2,,,,3,,,,,,,,,,3,2,,Especialização,,,1,7,,,,30,,5,11,Roque Pereira Da Silva,2003,UNEB,0.0,2002,2012,2002,,,,2002.0,
3197,821ba7ee-0b14-4690-be20-998ead5a19fa,,,,1,1,1,1,3,8,12,1,,,3,5,51,Doutorado,,6,,,,,,21,,1,72,Rafaela Gomes dos Santos,2021,UICL,13.19,2015,2013,2011,2010,2019,,2015.0,
3198,7b595a97-c786-4511-80a6-bb13d215b047,,,,3,8,10,,6,2,2,5,1,5,12,5,60,Doutorado,2,20,2,21,5,,,14,,,27,Martín Roberto del Valle Alvarez,2002,UESC,23.615,1997,2006,1997,1991,2003,,2007.0,
3199,97ba0d3e-b976-4847-a080-426b48c062f4,,,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,25,Romeu Espindola Lefundes,None,UESB,0.0,,,,,,,,
3200,0d348213-5236-4636-812b-9565f2a1d309,,,,1,1,2,1,1,4,,1,1,2,2,8,25,Doutorado,,1,6,6,,,,10,,4,30,Ione Oliveira Jatobá Leal,2016,UNEB,6.5,2021,2004,2001,1998,,,2004.0,
3201,4a0de514-83e3-4975-8fa4-b2dd383103d1,,,,,,,,,1,,1,3,,,2,10,Doutorado,,,,,,,,11,,15,31,Maristela Miranda Vieira de Oliveira,2021,UESB,1.125,,2020,2009,2008,,,2007.0,
3202,6ec193aa-d879-40e7-a1ea-38f4cd4f2632,,4,,,,,1,1,,,,1,,,11,8,Doutorado,,,,,,,,7,,2,64,Antonete Araújo Silva Xavier,2020,UNEB,1.5,,2003,2017,2004,2020,,2009.0,2004.0
3203,4763ba2e-96b0-4eed-b8df-fd88083a6c20,,,,5,2,1,1,2,,,1,,3,3,9,4,Pós-Doutorado,4,39,5,5,,,,34,,14,24,Marcelo Henrique Dias,2007,UESC,5.125,2007,1998,1998,2003,2019,,2002.0,
3204,af581399-576e-4895-95f3-434301f18bc7,,,,4,3,4,5,,1,1,1,,,,15,11,Pós-Doutorado,,30,2,13,5,,,11,,15,63,Marcos Bispo dos Santos,2009,UNEB,11.37,2014,2013,2005,2005,,,2010.0,
3205,a36b20e2-8af4-482f-91e9-2c4fc7f6d88d,,,,,7,,,1,,,,,3,3,,39,Mestrado,,,,,,,,18,,,45,Magnólia  Silva Queiroz,None,UNEB,7.625,,,2004,2018,,,2012.0,
3206,728dc3a1-b1b7-454d-8254-9b026e601658,,,,,,,,,,1,,,,,2,25,Doutorado,,,,,,,,9,,,64,Madryracy Ferreira Coutinho Medeiros Ovídio,2023,UICL,0.37,,2016,2018,2016,,,2009.0,
3207,4418e100-e979-4638-8b6e-77adc7df2861,,,,,,,,,,,,,,,1,5,Mestrado,,,,,,,,23,,2,57,Francisco Flávio Alves Felipe,None,UNEB,0.0,,2017,,2011,,,2004.0,
3208,6bf77e4a-6203-443b-98b8-95442bced10f,,,,,,,,,,3,,,,,,9,Pós-Doutorado,,,,,,,,15,,,31,João Pereira Oliveira Júnior,2013,UICL,1.1099999999999999,,,2010,2002,2007,,2007.0,
3209,5eebb9dc-df83-4a01-9f85-a94bd09abb74,,,,18,5,5,11,6,17,5,2,,3,15,22,20,Doutorado,,6,,,,,,,,1,11,Ronie Alexsandro Teles Da Silveira,2007,UFSB,32.225,2000,2000,1994,1999,1995,,1999.0,
3210,1f1b535c-ef54-44e8-bec3-2aa859c8dd39,,,,1,,2,9,14,3,10,3,,,6,,26,Doutorado,3,19,3,5,,3,,28,,,44,Luiz Norberto Weber,2004,UFSB,23.2,2018,,2001,1993,,,2002.0,
3211,bd78bcbc-eea0-47dd-ae02-ea42eeedf6cd,1,,,,,3,5,,3,1,1,,,3,1,10,Doutorado,,7,2,3,,,,2,,2,25,Eddy José Francisco De Oliveira,2005,UEFS,8.495,,2010,1997,1994,2007,2021,2007.0,
3212,6d49b900-e390-4362-944d-ad55eb8f45c7,,,,2,,1,1,,,4,,,,,5,22,Doutorado,,12,4,15,,,,38,,6,20,Rinaldo Cesar Nascimento Leite,2005,UEFS,3.105,2012,2009,1998,2000,,,1998.0,
3213,417c9a61-91ec-43a6-82ce-2ef43a547495,,,,2,12,3,,4,2,2,1,,1,2,22,37,Doutorado,,,,,,,,,,,,Claudia De Alencar Serra E Sepulveda,2010,UEFS,19.115,2016,2005,1996,2001,2004,,,
3214,fa38d2dd-aefc-4eb4-be13-bdeccce60b9b,,,,,,,,,,3,2,2,1,1,5,6,Doutorado,,,,,,,,71,,,48,Carlos Alberto Maciel Publio,2016,UESB,1.8599999999999999,,2013,2011,2016,,,2005.0,
3215,9ff173aa-68be-480d-86d0-fcf02fd4e303,,,,,9,4,,1,4,,5,6,,4,1,92,Doutorado,2,4,,3,,,,6,,4,59,Adriana Oliveira Carvalho,2013,UICL,17.125,,2020,2006,2003,,,2010.0,
3216,cf2e94fd-2a1b-477c-8c02-d3f5b2ee3547,,,,13,,1,,3,,1,6,9,,11,4,30,Doutorado,,,,,,,,,,,,Luis Carlos Cavalcante Galvão,1998,UEFS,5.745,1996,2000,1995,1993,1999,,,
3217,7037b092-c860-4eb3-920b-5cc66e7bbb39,,,,,,1,,2,1,1,,,,,,6,Doutorado,1,5,,,1,,,10,,2,18,Antonio Janunzi Neto,2017,UEFS,2.995,,,2013,2013,,,2015.0,
3218,2170b819-735d-420f-98e2-dfe39d48b802,,,,,,1,,,,,,,,,2,8,Doutorado,,,,,,,,3,,,70,Flavia Fialho Cronemberger,2014,UNEB,0.875,,2001,2016,1999,1999,,2010.0,
3219,4c5c2280-38b0-4fc2-a8d5-763a2bdc085d,,,,,,,,,,,,,,,1,3,Mestrado,,5,,,,,,2,,,9,Altemar Brito Lima,None,UESB,0.0,,2016,,2011,,,2015.0,
3220,ac083e64-09b2-4cb5-8ec4-d41d8434586c,,,,,5,,4,,2,,,,3,5,,30,Pós-Doutorado,2,3,,,,,,9,,,10,Paula Lisiane De Assunção,2010,UESB,9.0,,,2001,1999,,,2003.0,
3221,1bb1762f-566e-4fe1-94b2-ce4c5c04ca0e,,,,2,,5,3,15,20,1,,2,1,2,17,84,Pós-Doutorado,2,28,2,11,,1,,24,,,58,Juliana Santos Silva,2013,UNEB,26.62,2020,2009,2008,2004,,,2010.0,
3222,468b96a4-9d79-4d0e-8945-012025daf4c3,,,,,3,,,,,,,,,,,3,Doutorado,,,,,,,,,,,,Jean Carlos Lessa,2006,UEFS,3.0,,,2000,1997,,,,
3223,e8b06944-3946-488c-83f6-6018b3e70c17,,,,,1,,,2,,1,,,3,,1,20,Mestrado,,,,,,,,10,,,41,Wedeson Oliveira Costa,None,UICL,2.62,,2021,2017,2009,,,2018.0,
3224,84aa1e25-bb01-402b-adc9-be846db07acb,,,,,,,,,1,,,,,1,4,1,Doutorado,,,1,,,,,11,,13,30,Fernanda Almeida Vita,2012,UFSB,0.5,,2017,1999,2012,,,2003.0,
3225,e138b3e4-14aa-414b-a8ad-82fd3f5ab975,,,,1,2,1,2,6,3,1,,1,9,17,5,14,Pós-Doutorado,,,,4,5,,,27,,17,6,Dinani Gomes Amorim,2007,UNEB,10.12,2018,2012,2006,2004,2009,,2008.0,
3226,3c73143a-e53e-4cc6-9f41-517c315667c6,,,,,,1,,1,,,1,,,1,5,24,Mestrado,,,,,,,,162,,7,82,Jocely Santos Caldas Almeida,None,UNEB,1.75,,2018,2006,2011,2013,,2005.0,
3227,074f043e-d09d-4412-9532-f969df97f475,,,,,,,1,1,,,,,,,3,15,Doutorado,,,,,,,,,,11,26,Geciara Da Silva Carvalho,2023,UICL,1.375,,2019,2017,2006,2009,,2008.0,
3228,8c6b5cb9-32a4-456a-a1f9-918f5bae6643,,,,,,,,,,,,,,,,,Especialização,,,,,,,,4,,,9,Thiago De Oliveira Moreira,None,UNEB,0.0,,,,,,,,
3229,03f47eec-d8fa-4a2c-81c8-065e1c6bed00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juliana Matos Macedo,None,UICL,0.0,,,,,,,,
3230,0a0f86e4-4d5d-4884-8012-d544c3f56297,,,,,,,,,,,,,,,,,Especialização,,,,,,,,7,,,15,Norma Leite Martins De Carvalho,None,UNEB,0.0,,,,,2002,,2000.0,
3231,2929f434-a9ee-4aff-b565-93ab664b1596,,6,,,,1,,3,1,,2,,,2,,35,Pós-Doutorado,,13,,2,,,,26,,,43,Marcelo Ossamu Honda,2005,UESC,3.75,,,1997,1999,,,2010.0,2015.0
3232,b55df3c3-6f24-48d6-88e8-527ac5e4ce8f,,,,4,,2,,,,1,,1,,1,13,25,Doutorado,2,,9,5,,,,24,,,77,Márcia Tereza Fonseca Almeida,2014,UNEB,2.245,2016,2010,2008,2002,,,2006.0,
3233,814ba3c5-0e3f-4a07-86be-37ed173561c7,,,,11,2,6,3,8,3,,7,,4,19,35,42,Doutorado,,17,3,26,,1,,16,,44,119,Denise Aparecida Brito Barreto,2006,UESB,17.75,2013,2009,1999,2001,2004,,2006.0,
3234,ae080058-0f4f-4762-a1d8-4bebbbc03017,,,,,,,,,,,,,1,,9,30,Doutorado,,,,1,,,,44,,10,105,Marina Helena Chaves Silva,2007,UESB,0.0,,2002,2019,1999,,,2001.0,
3235,181916c9-97df-4297-a3e6-a809f84324d0,,,,1,,,,,2,2,,,,1,5,5,Especialização,,,,,,,,2,,,32,Rita de Cassia Dias Nascimento,None,UNEB,1.74,2018,2019,2019,2018,,,2017.0,
3236,7f66e1be-d604-4a3c-8d51-eb1a79e3e7b2,,3,,,3,3,,4,3,3,,,1,,2,7,Doutorado,,,4,10,,1,,20,,2,2,José Roberto de Araujo Fontoura,2014,UNEB,10.735,,2017,1999,2002,,,2003.0,2001.0
3237,9b5bbe95-ae92-4910-a311-ff0d37fb6f3b,,,,,1,1,,1,,2,,1,,,1,35,Pós-Doutorado,,,,,,,,,,74,39,Sandra Santa Rosa,2015,UICL,3.365,,2021,2009,2005,,,2013.0,
3238,ebba9ece-79a1-46e8-801f-9b9dcc3995c3,,7,,,11,17,7,3,4,8,3,,6,10,,79,Pós-Doutorado,,11,,11,,1,,10,,3,32,Felix Mas Milian,2006,UESC,38.71,,,2003,2001,,,2007.0,2001.0
3239,b7c4b9a7-a9b5-4732-bf24-0039de26b6e4,,,,,1,,,,1,7,3,,,1,4,25,Mestrado,,5,,,,,,21,,,8,Karine Emanuelle Peixoto Oliveira Da Silva,None,UEFS,4.84,,2005,2003,2001,,,2008.0,
3240,c61d1689-6436-473c-a10b-42e89505b502,,,,,,,,,,,,,,,,,Mestrado,,,,,,,,3,,,20,Reinaldo De Andrade Sampaio,None,UNEB,0.0,,,,,,,,
3241,c18523aa-ad2b-4caf-9471-c773afb1ae76,,,,,,,,,,,,,,,,1,Especialização,,,,,,,,,,,5,Ismar Miranda de Senna Pereira Junior,None,UFSB,0.0,,,,2009,,,,
3242,bac14204-29ea-4073-aae6-1b06dca39dce,,1,,,,4,9,3,,6,1,,,3,,29,Doutorado,,4,,5,,1,,3,,,17,Sérgio Siqueira Júnior,2008,UESB,14.594999999999999,,,2004,1999,,,2008.0,1999.0
3243,0be1a8d4-016e-4f0c-a65c-4d1aa4575fa9,,,,1,,1,,,4,,,,,,2,7,Pós-Doutorado,,,,,,,,,,,,Rosane Soares Santana,2018,UICL,2.875,2020,2002,2017,2015,2007,,,
3244,8e520c73-4c23-4616-951f-251d30a14ec4,,,,,,,,,,,,3,,,,3,Graduação,,,,,,,,,,,,Júlio César Soares Lira,None,UICL,0.375,,,2018,2009,2005,,,
3245,8a16f099-7ef1-4975-8dde-b643172f8e3a,,,,2,1,,1,1,52,9,9,17,1,7,17,89,Doutorado,,10,4,9,1,3,,40,,2,83,Paulo Rogério Lopes,2014,UFSB,36.08,2021,2015,2009,2006,,,2010.0,
3246,faa6e791-5a37-4595-a05f-e2b2267e8171,,,,,,,,,,,,,,,2,8,Mestrado,,,,,,,,8,,,41,Rosa Eugênia Vilas Boas Moreira de Santana,None,UEFS,0.0,,2017,,2012,2005,,2013.0,
3247,98e31580-c917-4f16-bb07-a407d29e3369,,,,2,3,1,,,1,1,1,,,5,14,16,Pós-Doutorado,1,14,,8,7,6,,4,,10,38,Eloisa Leite Domenici,2004,UFSB,4.995,2019,2004,2009,2003,1998,,2005.0,
3248,0550c87f-6ce5-4286-bb36-1622b48c8aa1,,,,,,,,,,,,,1,,3,4,Doutorado,,,,,,,,1,,,16,Maria Dalva De Lima Macêdo,2020,UNEB,0.0,,2014,2021,2009,,,2014.0,
3249,ccd87922-0f12-4137-b46a-878f0a7545d1,,,,,,,,,,,,,,,1,2,Mestrado,,,,,,,,91,,,19,Iára Kastrup Schlaepfer,None,UNEB,0.0,,2015,,2004,,,2007.0,
3250,337a195b-bf8f-434e-abee-f0c65751de4c,,2,,,,,,,,,,,,,,1,Mestrado,,,,,,,,10,,,27,Trícia Souto Santos,None,UNEB,0.0,,,,2008,,,2004.0,2020.0
3251,be5ae4ae-e7a2-427b-807b-d2a8146318bd,,,,1,,,,,,3,,,,3,,2,Doutorado,,,,,,,,1,,1,12,Gilberto Leocádio De Lima Filho,2011,UESB,1.1099999999999999,2017,,2002,2014,2003,,2004.0,
3252,1dfb5020-db48-4603-b3ee-b5184ea3597d,,,,7,,1,3,1,1,2,15,,,,21,85,Pós-Doutorado,,26,11,24,,,,2,,8,37,Fernanda de Castro Modl,2011,UESB,8.74,2008,2005,2002,2002,,,2011.0,
3253,041c014c-f5f1-4b5a-b3c2-f332bb10f7b0,,,,1,,,,,,,,,,1,,12,Doutorado,,1,,,,,,11,,,43,Maria Margarete Do Rosário Farias,2014,UESC,0.0,2016,,2007,1999,2007,,2008.0,
3254,01df4429-b6a6-41cf-9f90-5ab3352c94c3,,,,,1,1,3,,1,,,,1,1,1,19,Doutorado,,2,,,,,,,,,21,Juliana Beltramin De Biasi,2018,UFSB,4.625,,2008,2010,2006,,,2012.0,
3255,8f2e4824-e815-4081-8f40-28f79adf9860,,,,,,,,,,1,1,1,3,3,1,23,Doutorado,4,7,,,,,,25,,19,89,Flávio José Vieira de Oliveira,2009,UNEB,0.745,,2021,2007,1994,2020,,2004.0,
3256,cd7ba1f9-ae03-498b-a6d2-4f044f71782d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valter Luiz Castro Dias Coelho,None,UEFS,0.0,,,,,,,,
3257,0877be2a-8bba-40a4-8736-99b6ba729b79,,,,,,,,,,,,,,,,,Mestrado,,,,,,,,1,,,3,André De Souza Guedes,None,UNEB,0.0,,,,,,,,
3258,0d6c00df-908e-43d3-9e44-36f5e045c4ef,,,,,,,,,,,,,,,1,9,Mestrado,,,,,,,,,,,,Luiz Ricardo Pereira De Almeida Braga,None,UICL,0.0,,2018,,2011,,,,
3259,efc6727d-95fa-4e05-92fe-d36204078e98,,,,12,2,,1,4,4,5,2,4,14,2,41,108,Doutorado,,21,,9,7,1,,16,,,73,Jairton Fraga Araújo,2007,UNEB,10.1,1986,2006,2008,1991,1997,,2005.0,
3260,50cde610-d043-4775-9a52-0b20a7c70d5b,,,,,,,,,,,,,,,2,5,Mestrado,,,,,,,,,,,,Zenaide Viana Soares Fortunato,None,UICL,0.0,,2018,,2015,,,,
3261,80b68fa7-d79d-430c-a5dc-d226565f7c49,,,,14,,1,,,1,,,,,,8,18,Doutorado,6,18,4,3,1,,,30,,16,89,Daniela Galdino Nascimento,2019,UNEB,1.375,2004,2004,2007,2006,2002,,2007.0,
3262,0ca28ae3-98c2-40a7-b296-362537114d92,1,,,1,,,,2,2,1,,2,2,1,2,5,Mestrado,,,,,,,,28,,,22,Lindanor Gomes Santana Neta,None,UNEB,2.87,2002,2021,2001,2001,2009,2013,2014.0,
3263,14f82b20-f47a-4e03-8b1d-85b669a55655,,,,,1,,,1,,1,,,,1,2,26,Doutorado,2,,,,,,,16,,,26,Daniela Rossato Stefanelo,2019,UNEB,1.995,,2015,2005,2000,2009,,2010.0,
3264,b6b06063-235b-4d55-94e3-4e7cffe7ae57,,,,1,5,,,,,2,,1,1,,2,10,Doutorado,,,,,,,,38,,1,28,Ricardo Marques Nogueira Filho,2021,UNEB,5.865,2020,2022,2013,2003,,,2006.0,
3265,0fd3f570-db1f-4a6c-a174-254eafe3d95c,,,,1,,,,,,,,,,,4,3,Doutorado,,,,,,,,,,,,Paulo Rosa Torres,2020,UICL,0.0,2013,2013,,2010,1994,,,
3266,79b857ec-9ef3-411f-9416-890ac8ed55ef,,,,1,,,,,5,,,,,,3,21,Doutorado,3,10,,,,,,18,,5,62,Vanusa Mascarenhas Santos,2012,UNEB,2.5,2018,2015,2008,2003,,,2012.0,
3267,f211113e-f933-4d12-8ba1-47f412206b65,,,,,4,4,2,,3,2,,1,1,1,7,23,Doutorado,,8,,3,,,,37,,,36,Leonardo Thompson Da Silva,2018,UFSB,11.365,,2020,2014,2002,,,2006.0,
3268,4630f5f1-5f91-40a3-9301-9c84a828ae49,,,,,,,,1,1,2,,,1,,5,4,Mestrado,,,,,,,,6,,3,35,Rebeca Pinheiro de Santana Oliveira,None,UICL,1.865,,2020,2011,2006,,,2011.0,
3269,e9f76deb-e35c-4af9-a287-b0b4e7267611,,7,,14,,4,,9,2,3,4,,3,6,56,64,Pós-Doutorado,,39,,20,4,12,,22,,1,126,Francisca de Paula Santos da Silva,2005,UNEB,12.235,2000,2005,1997,1997,1998,,1997.0,2017.0
3270,78826203-bbbc-4645-a833-9a1bf2f8cf6e,,,,,6,,2,,3,7,5,1,6,2,1,36,Doutorado,,13,2,,,,,31,,2,81,Kaio Vinicius Freitas de Andrade,2019,UEFS,12.965,,2020,2007,2009,,,2010.0,
3271,29d4c3c3-9658-47bd-b9ff-90557997897e,,,,,1,,1,3,,,1,2,1,1,,20,Doutorado,,,,,,,,,,,,Marília Lordêlo Cardoso Silva,2016,UEFS,4.125,,,2009,2005,,,,
3272,76c46fcc-8eed-4c31-a211-c25f3194ac03,2,,,2,10,8,5,6,1,1,,,13,8,3,57,Doutorado,2,17,,10,6,3,,16,,,67,Franco Henrique Andrade Leite,2015,UEFS,25.37,2012,2017,2008,2004,,2012,2009.0,
3273,db722326-5f9e-4704-9056-f75a42e943d1,,,,,,1,,,1,,,,,,,5,Doutorado,,,,,,,,9,,5,72,Sônia Marise Rodrigues Pereira Tomasoni,2015,UNEB,1.375,,,2002,1997,1996,,2001.0,
3274,b4f19134-de06-461f-8824-aba31dc4bb12,,,,1,,,,1,1,,1,,,,6,13,Mestrado,,,,,,,,,,,20,Victor Augusto Lage Pena,None,UFSB,1.375,2018,2018,2016,2010,,,,
3275,d2c5fb15-d494-486f-a4e8-cf227e1e26cd,,,,1,,,,,,,1,,,,1,3,Mestrado,,,,,,,,,,,,Luanda Naiade Oliveira Da Silva,2022,UICL,0.25,2019,2021,2018,2014,,,,
3276,bdb8c2ee-1f98-4ed8-ac5b-490d22e77917,,,,,1,,,,,,,,1,,1,6,Graduação,,,,,,,,,,,12,Anelise Costa Dos Santos Botelho,None,UESB,1.0,,2008,2003,2002,,,,
3277,b284575d-f747-4001-965c-37a850d85dfa,,,,1,4,4,,,1,,,,,,5,41,Doutorado,,,,20,,,,21,,,11,José Carlos Oliveira De Jesus,2010,UNEB,8.0,2012,2008,1992,1991,,,2005.0,
3278,c03b0f1d-9bc9-4a93-92ac-d20c55963fe9,,,,5,4,,,1,4,1,2,1,6,3,3,58,Mestrado,,,,,,,,13,,11,87,Luana de Oliveira Leite,None,UNEB,7.62,2020,2020,2017,2010,2012,,2016.0,
3279,0bdd7cdc-731c-4cdf-95a7-ebecfa5820bb,,,,,,,,,,,,,1,,1,9,Mestrado,,,,,,,,38,,,116,Érika Ramos de Lima Aureliano,None,UEFS,0.0,,2021,2017,2009,2013,,2011.0,
3280,e1d462fe-6572-465e-8219-5a6d8ed4d81e,,,,,,1,,,,,,,,,2,,Mestrado,,,,,,,,62,,8,46,Elson De Souza Lemos,None,UESB,0.875,,2010,2018,,,,2004.0,
3281,51fdfd46-5f3d-495e-80be-2552a47b4dce,,,,1,3,,,1,5,3,15,2,14,5,2,24,Doutorado,3,21,2,3,,,,34,,1,17,Roberto Rodrigues Bandeira Tosta Maciel,2018,UNEB,11.235,2020,2023,2006,2005,,,2005.0,
3282,fb12eee2-d690-49f1-a884-719b59fb71f1,,,,,,,,,1,,,,1,1,4,4,Mestrado,,,,,,,,,,,,Marizete Silva Souza,None,UICL,0.5,,2017,2018,2017,,,,
3283,9933d88d-38c9-4a29-908d-7421d0254a4a,,,,,,2,1,,1,2,,1,,,,20,Doutorado,,5,,,,,,5,,,47,Emanuela Nataly Ribeiro Barbosa,2016,UNEB,3.865,,,2008,2006,,,2011.0,
3284,2c43a745-6088-4294-b910-03e4903b6987,,,,,,,,,,,1,,,,1,1,Doutorado,,,,,,,,1,,3,30,Climério Manoel Macêdo Moraes,2012,UNEB,0.25,,2014,2008,2008,,,1999.0,
3285,74d48a98-a2fa-4d6e-9569-7022c118c2a9,,,,10,,1,,,,,,,,8,,,Mestrado,,,,,,,,3,,,21,Reinaldo De Souza Couto Filho,None,UICL,0.875,2005,,2000,,2012,,2014.0,
3286,66ed2259-bfc0-4f0a-b7d4-38ec9428ca9b,,,,,1,2,,2,2,1,4,2,,11,3,46,Doutorado,,,,,,,,,,,,Ana Rita Duarte Guimaraes,2006,UEFS,6.62,,2019,1997,1999,,,,
3287,9238888d-a631-4dd4-8386-0bd911a45901,,,,3,1,1,,,,1,,,,,13,51,Doutorado,2,19,4,4,,,,17,,1,43,Rozilda Vieira Oliveira,2010,UNEB,2.245,2016,2009,2014,2003,,,2004.0,
3288,a186faec-2f5d-4b43-b8f6-595999a602ac,,,,4,7,3,1,,1,1,2,,3,1,12,49,Doutorado,,13,3,15,,,,24,,4,28,Viviane Briccia,2012,UESC,11.745,1999,2004,2009,2001,1997,,2006.0,
3289,f9dc07f6-7252-4980-a72f-b0cb843fd18d,,,,3,,,,,,,,,,,,,Especialização,,,,,,,,,,,,Naiane De Carvalho Reis,None,UICL,0.0,2018,,,,,,,
3290,aa5594ab-1f01-4005-a060-77d46f077909,,,,1,,,,,,,3,,1,,,2,Mestrado,,,,,,,,1,,2,12,Maria Cezarela Oliveira Carvalho,None,UNEB,0.75,2022,,2017,2017,,,2006.0,
3291,362df21e-080b-4dea-a520-9d394cdf0655,,,,,,,6,,1,,,5,1,,,45,Doutorado,,11,,,,,,12,,6,15,Gleidson Vieira Marques,2005,UFSB,5.625,,,1997,1995,,,2002.0,
3292,80ea5339-4887-4ec8-b0bf-2001c77f3290,,,,6,7,4,2,3,1,1,5,,,,9,20,Pós-Doutorado,3,4,7,2,,,,3,,,51,Andrei Steveen Moreno Rodriguez,2018,UICL,15.995,2013,2013,2016,2013,,,2018.0,
3293,bbe0dba1-6917-4ff5-941f-c47d230ce6b3,,,,1,,,,,,1,,,,,,1,Mestrado,,,,,,,,2,,13,27,Tiane Cléa Santos Oliveira,None,UESC,0.37,2010,,2013,2020,,,2001.0,
3294,3afb9577-91fe-44ec-b6a1-66b7f7686ac4,,,,1,,,,,,,,,,,1,2,Doutorado,,,,,,,,5,,,87,Anhamona Silva de Brito,2018,UNEB,0.0,2024,2011,,2011,2009,,2015.0,
3295,06b874e2-47e9-4b13-96f0-e034551d27a9,,,,3,1,6,,,2,1,,1,1,,13,8,Pós-Doutorado,3,,5,1,,,,8,,,59,Ana Luiza Salgado Cunha,2018,UICL,7.745,2021,2014,2014,2015,,,2014.0,
3296,b48e2a53-b111-4724-8ba4-14b8ca01c224,,,,,1,1,,1,,2,,2,,,5,31,Doutorado,,,,,,,,,,,,Alberto Do Nascimento Silva,2020,UICL,3.49,,2018,2016,2013,2020,,,
3297,423183e4-daab-4b11-803d-1578f4e5828d,,,,,,,,,2,1,,,,1,,4,Mestrado,,2,,,,,,11,,,24,Paula Aparecida Soriano De Souza Jesuino Rodrigues,None,UESC,1.37,,,2015,2012,,,2015.0,
3298,38836b34-2940-4016-b70b-8ab0639ac51d,,,,1,9,5,5,5,,4,1,,1,,1,27,Pós-Doutorado,1,7,,10,1,2,,,,,37,Gastón Andrés Fernandez Giné,2009,UESC,21.98,2011,2016,2004,1999,,,2012.0,
3299,68c1ae2c-11d3-4444-8b7b-b9c584cfea75,,,,1,1,3,1,,,2,,,,1,4,9,Doutorado,,,,,,,,,,,,Mauricio Maltez Ribeiro,2006,UICL,5.115,2010,2002,2001,2000,2003,,,
3300,ef104bee-d800-4d3d-aa66-034a5a46e74e,,,,,,,,1,,1,,,,,,21,Doutorado,1,1,,,,,,17,,24,83,Sandra Cristina Souza Reis Abreu,2015,UESC,0.995,,,2014,1998,2000,,2000.0,
3301,e7c444ba-fa20-4c98-9592-23717e840649,,,,1,,1,1,1,2,,1,,1,2,4,93,Doutorado,,5,,,,,,20,,16,43,Roberta Scaramussa da Silva,2023,UFSB,3.5,2020,2007,2007,2001,,,2008.0,
3302,4e919fc8-4595-4b78-93fd-f88b5acb8373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aldimar Suene Fernandes De Magalhaes,None,UICL,0.0,,,,,,,,
3303,892ff66e-5b8d-4562-b16b-e1239bc598e8,,,,,,,,,,,,,,,1,3,Doutorado,,,,,,,,9,,,33,Maíra Araújo De Oliva Gentil,2016,UNEB,0.0,,2009,,2009,2020,,2010.0,
3304,77b59c1a-98be-448c-aa3c-57feddf4501f,,,,,,1,1,14,6,1,1,2,9,2,1,30,Doutorado,1,14,4,9,3,3,,3,,,26,Emilia de Brito Valente,2010,UEFS,14.245,,2011,2006,2002,,,2011.0,
3305,d4a18a42-b4bf-46f6-bc18-02bfdab43173,,,,,,,,,,,,,,,,1,Especialização,,,,,,,,4,,2,10,Maria Lúcia Teixeira Santos,None,UNEB,0.0,,,,2011,,,2009.0,
3306,3a07706c-01e6-4d98-bb5a-468f13ac5ce3,,,,,,1,,5,1,,,,1,1,3,15,Pós-Doutorado,6,7,,,,,,3,,,54,José Portugal Dos Santos Ramos,2013,UEFS,4.5,,2015,2010,2006,,,2014.0,
3307,14e35a35-7a33-490e-809d-4847f06ea9e7,,,,,,,,,,,,,,,1,8,Especialização,,,,,,,,,,,,Nivia Valeria Carneiro Rosas Vencimento,None,UICL,0.0,,2021,,2013,,,,
3308,bafdabb0-aa8d-4191-ba35-2f0290fed639,,,,,1,1,,,,1,,,1,1,2,27,Mestrado,1,,,,,,,1,,5,24,Rafael Costa Guimarães Farias,None,UNEB,2.245,,2019,2017,2011,,,2018.0,
3309,05f4a9d9-7172-4b6f-8cc7-3f686e598f7f,,,,,,,,,,,1,,,,,,Especialização,,,,,,,,7,,1,103,Paulo Sergio Souza Vasconcelos,None,UESC,0.25,,,2022,,,,2017.0,
