,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,book_chapter,work_in_event,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,participation_event,name,first_doc,institution,ind_prod,min_book_year,min_book_chapter_year,min_article_year,min_work_in_event_year,min_text_in_newspaper_magazine_year,min_patent_year,min_guidance_year,min_software
3076,072fbd40-bf57-4764-8987-fde61dc06c91,,,,2,,,,,,,1,,,,,2,Mestrado,,,,,,,,4,,,38,Girleide Ribeiro Santos Cunha,2024,UNEB,0.25,2021,,2019,2016,2019,,1996.0,
3077,0945a47e-a51a-4d12-adac-c98b93df0db0,,1,,3,1,4,4,3,7,,1,,,7,17,26,Doutorado,2,15,7,20,,,,49,,5,74,Rosane Meire Vieira de Jesus,2012,UNEB,13.125,2018,2006,2005,2006,,,2007.0,2020.0
3078,7be86b16-73a2-4159-b208-9d07bb6be327,,,,,1,1,,1,7,,,,1,,,19,Mestrado,,,,,,,,,,,,Carolina Bittencourt Moura De Almeida,None,UICL,6.0,,,2004,1998,2007,,,
3079,d2574dce-09ea-4f8e-886e-4014bba43be2,,,,,7,1,2,1,,,,,,8,,3,Pós-Doutorado,2,,,2,,,,,,,20,Evandro Oliveira Andrade Segundo,2015,UESC,10.0,,,2011,2009,,,2017.0,
3080,2dfc8c27-9839-49a2-85ad-17399780486f,,,,,,,,,,1,,,1,,2,3,Especialização,,,,,,,,,,,,Eude Alves Barbosa,None,UEFS,0.37,,2018,2017,2014,,,,
3081,e92e2ae0-1f62-4bde-839b-00a6a2f17be1,,,,,,,,,,,,,,,1,39,Doutorado,,18,,,,,,20,,,14,Marcia Lissandra Machado Prado,2006,UEFS,0.0,,2023,,1995,,,2007.0,
3082,92f120f3-cc85-4038-99d1-1c33a71a7e4b,,,,,,,,1,,1,,,,1,3,,Especialização,,,,,,,,2,,,2,David Luiz Marsaro Didonet,None,UNEB,0.995,,2019,2015,,,,2021.0,
3083,babedbd1-0e65-43c4-87e3-d093e08ac122,,,,1,,,1,,2,,4,,,,,54,Doutorado,,,,,,,,,,,,Gracinete Bastos De Souza,2005,UEFS,2.75,2019,,2000,1996,,,,
3084,aee6893e-b96e-43f2-8b80-52407e568fd9,,,,,3,2,,1,,,,,,,6,30,Doutorado,2,2,,,,,,5,,,27,Gabriela Macêdo Aretakis de Almeida,2018,UNEB,5.375,,2015,2011,2008,,,2020.0,
3085,715b5cd6-e9c6-4034-984c-d917e71c9b7c,,,,1,,,,,,,,6,,,,2,Doutorado,,,,,,,,28,,3,29,Marilza Ferreira do Nascimento,2023,UESB,0.75,2013,,2012,2022,,,2004.0,
3086,c397d763-0d26-4fee-877a-23caffa54f7c,,,,5,4,2,2,1,1,,2,,,3,5,22,Doutorado,,2,,,,,,49,,14,61,Charles Nascimento de Sá,2020,UNEB,8.875,2019,2006,2005,1999,2005,,2005.0,
3087,a9bc1533-6869-47f4-b5b3-a33041ece68e,,,,1,,,,,,,,,,,4,8,Doutorado,,,,,,,,11,,1,3,Antonio Carlos Fontes Atta,2023,UNEB,0.0,2019,2018,,1992,,,1995.0,
3088,43ba2eb3-0e99-4b6a-938c-0dcd0871b9f3,,,,,6,7,9,6,5,15,9,19,,1,3,183,Doutorado,6,52,6,23,4,3,,32,,,23,Patrícia Anjos Bittencourt Barreto-Garcia,2009,UESB,35.3,,2014,2008,2003,2008,,2006.0,
3089,613da7de-aa96-4c09-ad9c-7c342636e446,,,,,,,,,,,,,,1,1,1,Mestrado,,,,,,,,2,,,48,Clélia Maria Vieira Dantas,None,UNEB,0.0,,2006,2020,2021,,,2016.0,
3090,ed36488f-f3b6-4355-8a16-8c0177dd4f63,,,,1,,,,3,1,3,,,,2,3,15,Pós-Doutorado,,,,,,,,13,,3,29,Sérgio Ricardo Ribeiro Lima,2011,UESC,3.485,2018,2005,1999,2001,2011,,2000.0,
3091,dd33c574-f057-4052-9bb3-75b64ded4f26,,,,3,1,1,1,,,,1,,,1,7,14,Doutorado,,9,,,,,,21,,4,68,Neila Maria Oliveira Santana,2019,UNEB,2.875,2020,2012,2005,2004,,,2006.0,
3092,2e92ca6b-315b-45c0-bad1-c37de36cd322,,,,,,,,,,,,,,,4,,Especialização,,,,,,,,12,,,58,Carla Cassiana Lima De Almeida Ribeiro,None,UNEB,0.0,,2016,,,,,2008.0,
3093,df8c8204-039e-4be2-a114-11891fdf561a,,,,,,,,,3,,,,,1,,3,Especialização,,,,,,,,,,,,Priscilla Mecia Conceição De Brito,None,UICL,1.5,,,2019,2018,,,,
3094,10bb5c0a-5b7e-4b53-a95d-50abf4c50d8e,,2,,,,2,,1,,,,,,1,,17,Doutorado,,11,1,13,,,,3,,,39,Mirela Vanina De Mello,2012,UESC,2.375,,,2010,2004,,,2015.0,2021.0
3095,e8fdef31-25e5-4044-a1f9-2b65e50fb3b0,,,,2,,,,,,,1,,,2,4,3,Mestrado,,,,,,,,14,,,17,Marcelo Politano De Freitas,None,UNEB,0.25,2018,2012,2010,2008,2011,,2007.0,
3096,1db90335-c085-4f0c-beda-058865e4b421,,,,2,,,,,,,,,,1,,4,Mestrado,,,,,,,,2,,,62,Vânia Silva Oliveira,None,UESB,0.0,2016,,2019,2014,2017,,2018.0,
3097,765194d6-239f-4f93-a0ba-e0e51a9e49b5,,,,1,4,,,1,1,,1,,,2,5,25,Doutorado,,,,,,,,,,,,Lilian Fátima Barbosa Marinho,2006,UICL,5.375,2000,1999,1993,1993,,,,
3098,06862e5e-06c0-4903-b103-4836412d159a,,,,,,,2,1,,,,,,2,,12,Doutorado,3,8,1,,,,,2,,,,Danilo de Santana Nunes,2019,UFSB,2.125,,,2015,2013,,,2013.0,
3099,2d8d6d9e-25b6-40b7-b53e-1d62f7ff59ff,,,,,,,,1,,,,,1,,2,1,Mestrado,,,,,,,,9,,,45,Lorena Oliveira Tavares,None,UNEB,0.625,,2015,2020,2019,,,2011.0,
3100,3ad663c4-4bfa-4e6c-a37a-d8f55c874ea0,,,,6,,1,1,1,,,,,,,4,4,Pós-Doutorado,,6,1,6,,,,7,,7,27,Ligia Pellon De Lima Bulhões,2003,UNEB,2.25,2001,2011,2001,2006,2013,,2005.0,
3101,0bae32a7-8835-43b6-82ea-db96730361a4,,2,,,1,,,,,1,,,,,,,Doutorado,,,2,,,,,13,,3,4,Antonio Teofilo Ataide Do Nascimento,2014,UNEB,1.37,,,2016,,,,2009.0,2000.0
3102,29fcd15c-0ed6-483e-b740-9918e0052c6e,,,,,,,,,,,,,1,,2,2,Mestrado,,,,,,,,,,,23,Ozelito Souza Cruz,None,UNEB,0.0,,2008,2019,1984,,,,
3103,3bfc0d89-27ba-4ad2-b089-315b4927dc0d,,,,3,,,1,1,2,,1,,3,11,14,34,Doutorado,,,,,,,,,,,,Laerte Oliveira Barreto Neto,2019,UICL,2.625,2022,2019,2007,2017,,,,
3104,1e1e5617-df31-4813-91fd-8838ae0af491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selma Maria Campos Santos,None,UNEB,0.0,,,,,,,,
3105,ad8f483a-fbba-48f9-81a3-da2c0749a387,,,,3,4,2,10,23,33,12,2,,7,4,24,62,Pós-Doutorado,,6,2,11,,,,11,,1,74,Naisy Silva Soares,2010,UESC,49.065,2009,2006,2004,2006,,,2009.0,
3106,65bf32da-ba46-433a-ab58-984dd612d171,,,1,1,,,,,1,,,,1,,,32,Mestrado,2,10,,,,,,24,,3,28,Thely Alves Maciel,None,UICL,0.5,2022,,2009,2005,,,2010.0,
3107,8bd2cc07-81be-4164-b7bd-1b595f63d573,,,,2,6,,,1,,8,1,1,2,2,7,68,Doutorado,3,25,5,7,1,,,21,,22,67,Patricia Sodré Araújo,2016,UNEB,9.96,2017,2016,2001,2000,2004,,2006.0,
3108,9d25e872-14ea-4282-a612-9470b74e9ddf,,,,,1,1,6,1,4,1,,,,2,,22,Doutorado,1,1,,5,1,,,2,,,21,André Teixeira da Silva,2015,UEFS,9.37,,,2008,2003,,,2013.0,
3109,4cd31918-f6e5-498d-ace8-dc96fd14548e,,,,,1,2,,,2,,,,1,,4,20,Mestrado,,10,,,,,,13,,,38,Alcione Torres Ribeiro,None,UESB,3.75,,2012,2007,2003,,,2010.0,
3110,7a660178-4f17-45b1-9c67-8b39f9497989,,,,,4,4,,1,,3,2,3,,5,,5,Doutorado,,,,,,,,17,,,26,Carlos Vieira Andrade Junior,2016,UESB,10.11,,,2005,1998,,,2008.0,
3111,f4fe2baa-e4cb-4184-a393-a2ce4e351fc6,,3,,,,,1,,,10,3,,1,,2,61,Pós-Doutorado,,30,2,4,,,,28,,3,8,Martha Ximena Torres Delgado,1999,UESC,5.2,,2018,2004,1993,,,2003.0,2010.0
3112,f09e8be5-c111-4791-b8ea-f15fe8fd9c3f,,,,,,,,,,,,7,,6,,8,Mestrado,,,,,,,,20,,3,41,Claudia De Oliveira Fonseca,None,UESB,0.875,,,2006,2007,,,2007.0,
3113,d5fbf6af-ea23-4fca-9cde-1cf271aa5852,,,,,,,,,,,,,1,,,1,Especialização,,,,,,,,,,1,11,Iris Ribeiro De Sá,None,UNEB,0.0,,,2021,2010,2013,,2013.0,
3114,1ec9d0e0-f32e-49cf-9dd6-fed70620b6a9,,,,,,,,,,,1,,,,2,3,Especialização,,,,,,,,5,,,51,Mônica Pinchemel Nascimento,None,UICL,0.25,,2016,2016,2005,,,2015.0,
3115,cb2a014e-fb86-4f9d-9f1e-e4b2d6c00f9b,,,,1,,,,1,1,,,,,,2,9,Doutorado,,,,,,,,24,,2,13,Leonardo Santa Inês Cunha,2022,UNEB,1.125,2020,2019,2019,2011,2018,,2011.0,
3116,420cc8d6-26f9-4805-bf52-455d9a753900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Alberto Moura Pinho,None,UEFS,0.0,,,,,,,,
3117,92cd7aa7-77fc-4cc1-bed8-7c87c4cb2e61,,,,,,,,1,,,,3,1,2,2,23,Doutorado,,15,,,,,,32,,,31,Gabriela Andrade Fernandes,2017,UESB,1.0,,2018,2002,2004,,,2004.0,
3118,ee18a881-71c9-4f6a-99c7-a0078fc8bce5,,,,3,3,1,4,2,,,,,,,4,7,Doutorado,,4,5,11,3,,,21,,7,40,Fábia Barbosa Ribeiro,2010,UFSB,8.125,2017,2011,2008,2003,2015,,2005.0,
3119,01804af2-a5d6-4ba6-abb5-0eefb36908af,,,,,,,,,,,,,,1,,3,Especialização,,,,,,,,2,,6,43,Iza Angélica Carvalho Da Silva,None,UICL,0.0,,,2003,2011,2013,,2010.0,
3120,9a3fcca0-c3c4-4661-be74-7115e84cd4bb,,,,,,,,,1,,,1,,5,2,17,Doutorado,4,3,1,,,,,26,,1,20,Rosana da Silva Peixoto,2014,UNEB,0.625,,2019,2015,1997,,,2002.0,
3121,2984d170-3371-4032-b054-797ac996fa75,,,,,,,,,,1,3,,1,,4,36,Doutorado,4,7,,,,,,36,,2,80,Carolina Pedroza de Carvalho Garcia,2018,UICL,1.12,,2010,2011,1999,2012,,2008.0,
3122,5a283875-7bae-4a86-8fbe-d271f69b3715,,,,5,,,,,,,,,,,10,15,Doutorado,,1,,,,,,20,,3,42,Ricardo Nonato Almeida de Abreu Silva,2017,UICL,0.0,2012,2006,,2004,2007,,2012.0,
3123,2ff26ed1-89d0-4792-9a7b-fc83da4967b0,,,,1,,,,,,,,,1,3,5,5,Doutorado,,,,,,,,22,,10,15,Gilsely Barbara Barreto Santana,2022,UNEB,0.0,2017,2014,2005,2003,,,2008.0,
3124,787c2d40-bb9d-4086-b398-42fc387151f9,,,,,,,,,,,,1,1,,,,Mestrado,,,,,,,,44,,,21,Mario Henrique Cardoso Brito,None,UESB,0.125,,,2009,,,,2004.0,
3125,b0ec50d9-d379-4ccb-a093-f9beca5269d7,,,,,,,,,,,,,,,2,3,Mestrado,,,,,,,,,,,,Jamile De Oliveira Silva Mota,None,UICL,0.0,,2021,,2013,,,,
3126,c4ebb3dd-4c86-4f4c-bf8f-4c8558302222,,,,1,,,,,,,,,,,5,6,Doutorado,,,,,,,,5,,6,11,Licia Maria Souza dos Santos,2018,UICL,0.0,2003,2000,,1997,,,2007.0,
3127,8428f03a-b533-4013-a050-1f593c7d3674,,,,,,,,2,,1,,2,3,1,1,,Doutorado,,,,,,,,,,,,Roger Luiz Da Silva Almeida Filho,2023,UICL,1.87,,2019,2013,,,,,
3128,9a8b6a32-b5d8-45a3-9437-dc9043120759,,,,,1,1,1,,1,1,7,4,,5,8,14,Doutorado,5,5,,,,,,12,,,49,Fernanda Calasans Costa Lacerda Pessoti,2020,UESB,5.745,,2009,2010,2008,,,2011.0,
3129,6ec566ff-1a2a-41b2-ab6a-b457c0f57f21,,,,8,,,3,1,,1,9,,4,5,3,21,Doutorado,,,3,5,,,,,,,28,Márcio Roberto Soares Dias,2009,UESB,5.495,2006,2013,2005,2000,,,2010.0,
3130,ce8b3636-9188-43d1-8917-a7c6bcc5076d,,,,,,,,,,,,,,2,1,,Mestrado,,,,,,,,,,,,Fabricio Santos De Faro,None,UICL,0.0,,2022,2006,,,,,
3131,e490265d-3f73-4560-99e7-5c58af8ec779,,,,,,,,,1,2,,,,3,,5,Mestrado,,,,,,,,36,,,26,Kátia Moema Oliveira Rosa Sampaio,None,UESC,1.24,,,2000,2001,,,2001.0,
3132,77ce7dce-8b9a-4cf4-8def-c95604590699,,,,,3,2,1,1,1,4,11,9,1,1,,13,Doutorado,,,,,,,,,,,,Ana Carolina Dias Viana De Andrade,2023,UICL,11.98,,,2009,2005,,,,
3133,f455bf1a-5c9b-419d-9570-261240ed92c7,,,,3,,3,2,5,3,2,1,,,,6,13,Doutorado,,,4,,1,,,18,,16,48,Aline Daiane Nunes Mascarenhas,2015,UICL,9.74,2013,2011,2010,2004,,,2011.0,
3134,829441d3-2ba4-4404-aefe-c9cf3164d75a,,,,,,,,,,,,,1,3,3,14,Mestrado,,,,,,,,,,,,Hermilino Danilo Santana De Carvalho,None,UEFS,0.0,,2008,2007,2003,,,,
3135,37878689-6853-4e12-a4cc-b09e470a4337,,,,5,1,4,1,,12,7,23,,1,14,29,123,Doutorado,,,,,,,,,,,,Jamilly De Oliveira Musse,2009,UEFS,19.59,2003,2007,2004,2002,,,,
3136,35143bc2-9b3f-45d9-8b5c-95de021141c8,,,,,,,,,2,,,,2,1,,19,Doutorado,,20,,,,,,4,,,30,Nadja Ferreira Rabelo De Melo,2024,UESB,1.0,,,2002,1999,2000,,2002.0,
3137,19ad3893-5bf4-4883-a1b1-9dbddf138f48,,,,,,2,1,2,1,3,,7,,1,,81,Doutorado,,19,,6,,,,30,,,44,Solange França,2003,UESC,6.234999999999999,,,1997,1992,2011,,2004.0,
3138,8fc6f289-acb1-4ec1-82a3-2f9d210e1760,,,,,,,,,,,,,,,,,Especialização,,,,,,,,,,,26,Helena Maria De Menezes Rebouças,None,UESC,0.0,,,,,,,,
3139,3c9ef874-59f5-4e07-b6a4-211ceeeb077b,,,,1,,,,,1,,,,,,5,25,Doutorado,,,,,,,,34,,7,40,Christiane Andrade Regis Tavares,2021,UNEB,0.5,2016,2015,2021,2010,,,2005.0,
3140,cae8920a-88c6-48f2-84fc-03ec7c17cf6e,,,,3,3,7,2,3,2,1,,1,1,3,3,34,Doutorado,3,8,,,,,,11,,,31,Jonathan De Oliveira Molar,2014,UNEB,13.995,2011,2012,2008,2006,2007,,2010.0,
3141,272df57a-6684-4c89-a73f-4307bb19e3b8,,,,1,,,3,,3,3,,,1,1,4,60,Pós-Doutorado,,19,2,2,,,,7,,14,65,Alba Lúcia Santos Pinheiro,2014,UESC,4.859999999999999,2017,2020,2009,2004,2009,,2006.0,
3142,77a04530-5dcb-4457-b358-7150f386d0b2,,,1,,,,,,,,1,,1,,5,6,Doutorado,,,,,,,,29,,1,25,Ramão Jorge Dornelles,2023,UNEB,0.25,,2021,2021,2002,,,2002.0,
3143,2c47760c-c8fd-4184-b210-deffb4feac53,,,,,,,6,,,,,,1,2,,3,Mestrado,,,,,,,,,,,,Alan Rodrigues Azevedo,None,UICL,4.5,,,2005,2011,,,,
3144,4f97cf8e-204f-4ca6-9a63-ea6e9af2c393,,,,,,,,,,,,,,,,2,Mestrado,,,,,,,,2,,,13,Carlos Luide Bião Dos Reis,None,UESC,0.0,,,,2016,,,2014.0,
3145,dc072aec-1df0-42f6-9a09-b28f989ed579,,,,1,,,,,,,,,,,,,Mestrado,,,,,,,,4,,6,9,Ricardo Barros Torres,None,UICL,0.0,2020,,,,,,2016.0,
3146,749bd84b-a4d0-4c64-b334-f551c3cefc0c,,,,6,,,,,,1,,1,,1,4,4,Doutorado,,,,,,,,,,,,Ana Carolina Cruz De Souza,2016,UICL,0.495,2017,2007,2013,2005,,,,
3147,0bfe3140-6cfe-4bb4-af56-d703ec670453,,,,,,3,1,2,3,1,14,1,3,5,15,57,Doutorado,3,13,,,,,,9,,,62,Maria da Conceição Andrade de Freitas,2017,UESB,10.120000000000001,,2021,2005,1993,,,2009.0,
3148,0cba5832-6525-446f-b318-27b3ed6cd7b1,,,,2,2,,2,4,2,,,,,,11,34,Doutorado,4,3,1,,,,,28,,,66,Eliane Santana de Souza Oliveira,2020,UEFS,7.0,2021,2015,2014,2009,,,2015.0,
3149,e92942e4-536c-43b5-944f-856bb9189d04,,,,,,,,,,,,,,,2,,Especialização,,,,,,,,,,,,Arivan Oliveira Gomes Junior,None,UICL,0.0,,2018,,,2011,,,
3150,5ec37cbf-17fb-4dfc-ba6e-c6e13cc631b2,,,,,,,1,1,2,3,,1,2,2,5,9,Doutorado,,1,,,,,,9,,8,41,Roberta Lima Machado De Souza Araújo,2022,UEFS,3.61,,2017,2018,2016,,,2017.0,
3151,e0517af7-b18d-462d-b3a5-9e101989b61c,,,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,7,Abílio Souza Costa Neto,None,UESB,0.0,,,,,,,,
3152,1fc6aeeb-5d8f-479a-a20e-fad638eec09f,1,,,,,,1,,,,,,,1,,2,Mestrado,,4,,,,,,4,,13,21,Isabel Cristina De Oliveira,None,UNEB,0.75,,,1992,1990,2007,2012,1996.0,
3153,cf713b2f-e474-4127-8fb7-af1949e4d0af,,,,1,2,5,8,5,4,,,,,10,11,90,Doutorado,,3,3,12,,,,6,,25,59,Flaviana dos Santos Silva,2014,UESC,17.5,2018,2004,2002,2001,,,2005.0,
3154,ff372ec9-2cb8-4100-ba25-74b9c48ca5ad,,,,,2,5,1,3,,,1,,,3,5,14,Doutorado,,8,,,,,,8,,3,46,Adriana Santos Tabosa,2014,UEFS,9.25,,2012,2001,2006,2021,,2010.0,
3155,7d54857b-4972-4906-a537-cbb7e3c4cb5d,9,,,,3,,,3,2,4,1,2,1,,,11,Doutorado,1,12,4,2,,,,43,,3,14,Milleno Dantas Mota,2020,UNEB,7.855,,,2007,2011,,2020,2007.0,
3156,ff6099cd-7752-4915-96b6-774d831b6734,,,,1,,,,,,,,,,1,2,5,Doutorado,,,,,,,,,,,,Edinalma Rosa Oliveira Bastos,2013,UICL,0.0,2006,2006,1996,2005,2011,,,
3157,a253717b-41df-4984-b670-4cc5b5da3892,,,,,,,,3,,1,,,2,1,1,6,Mestrado,,,,,,,,,,,,José Lázaro Lins Ribas,None,UEFS,2.245,,2021,2011,1996,,,,
3158,e5f2035c-de00-4c43-9a69-1dcb3b114fe2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norma Soeli Reis Menezes,None,UICL,0.0,,,,,,,,
3159,e4df2ba0-2556-4945-ab4a-03c1b796843d,,,,1,,,,,,,,,,1,11,,Doutorado,,,,,,,,13,,,38,Klebson Souza Santos,2019,UESB,0.0,2022,2021,2023,,,,2014.0,
3160,73f87ec3-c417-4e84-8601-a3c4f08c900a,,,,4,,14,,3,,,1,3,,82,7,1,Mestrado,,,,,,,,,,,,Isan Almeida Lima,None,UICL,14.75,2019,2012,2010,2011,,,,
3161,a495f6c2-32f2-4b23-91ec-d66d831bd9bf,,,,,1,,,2,2,,,,2,1,7,38,Doutorado,,6,13,1,,,,6,,2,47,Jerry Adriane Pinto de Andrade,2013,UESB,3.25,,2013,2008,2002,2006,,2005.0,
3162,af22387b-3ac6-4e4e-b9e5-838d7b100961,,,,,1,,,,,1,,,,1,1,,Doutorado,,,,,,,,,,,24,Kelly Rodrigues Dos Santos,2021,UICL,1.37,,2020,2019,,,,,
3163,bbc07f07-1523-434c-8155-0fbf91f812ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zuval Gonçalves Ferreira,None,UICL,0.0,,,,,,,,
3164,0212810c-1a98-4d76-91dd-b00b26d51ab5,,,,,,,1,1,1,,2,,7,1,9,47,Doutorado,,,,,,,,24,,,29,Laíse Soares Lima,2022,UICL,2.375,,2017,2010,2012,,,2017.0,
3165,8d301180-d3e5-4fc4-ac64-01aa32234fd1,,,,,1,1,,,,,,,,,1,9,Doutorado,,,,,,,,4,,,8,Wellington Bittencourt dos Santos,2017,UICL,1.875,,2018,2010,2023,,,2018.0,
3166,acba8426-bac4-496e-924f-91b4efae90ed,,,,1,29,11,6,8,1,3,,2,8,11,7,86,Pós-Doutorado,1,31,7,36,5,9,,7,,2,74,Selene Siqueira da Cunha Nogueira,1997,UESC,49.985,1999,1996,1999,1995,,,2000.0,
3167,30eb6f66-0769-4052-a3fb-e53057a335eb,,,,4,,1,,,,,,,,1,12,1,Doutorado,,4,,,,,,48,,2,77,Carlos Eduardo Behrmann Rátis Martins,2017,UICL,0.875,2003,2003,2002,2009,2001,,2005.0,
3168,add4b945-ef29-4d2a-b0e3-946f84b2fad2,,,,,2,,1,1,,4,1,4,,13,2,21,Doutorado,,5,1,2,1,1,,,,,20,Silva Crislene,2009,UESB,5.605,,2012,2000,2001,2018,,2016.0,
3169,1557c0c5-b663-4ee9-83b8-cd238d5ff1c6,,,,,,,,,2,4,,,2,,1,21,Doutorado,,,,,,,,,,,,Mônica Oliveira Rios,2023,UEFS,2.48,,2020,2017,2009,,,,
3170,79016f0f-a369-4022-8471-09deaead7fa1,,,,2,2,,,1,,3,1,,4,,8,28,Doutorado,,,,,,,,,,,,Luciane Cristina Feltrin De Oliveira,2020,UEFS,3.985,2014,2013,1994,2007,,,,
3171,8c77c4a1-883e-4b7d-bedc-47c5abe6d90a,,,,,,,,,,,1,,,,,2,Mestrado,,,,,,,,,,,,Rosimeire Pereira De Oliveira,None,UEFS,0.25,,,2008,1996,,,,
3172,42b5c503-9867-40ab-8dcd-b279aad98b3b,,,,1,,,2,,,,,,4,1,5,17,Mestrado,,3,,,,,,5,,1,55,Jackeline Silva Lopes,None,UNEB,1.5,2013,2018,2011,2005,,,2013.0,
3173,db449711-6dd0-4ba4-ad1c-2d8ba76e7add,,,,,4,2,6,5,1,5,2,1,6,3,1,56,Doutorado,2,16,2,3,,,,16,,,41,Carlos Alberto Menezes,2015,UESC,16.35,,2023,1995,1994,2003,,1998.0,
3174,95fdff5f-a9dc-48d1-9493-dfe175af3130,,,,,,,,,,1,,,,,,,Especialização,,,,,,,,,,,,Núbia Fátima De Jesus Almeida,None,UEFS,0.37,,,2011,,,,,
3175,9711f171-e4a3-4f44-973f-5d61237de379,1,,,1,3,,,,,2,,,2,,1,16,Doutorado,1,,1,,,,,11,,,22,Renata Correia Assunção Spósito,2018,UESB,3.74,2013,2016,2015,2004,,2017,2007.0,
3176,0555e0c1-7d06-437f-b0e9-41d5c4515f35,,,,,,,,,,,,,,,,,Especialização,,,,,,,,2,,,5,Zoraima De Oliveira Pereira,None,UICL,0.0,,,,,,,,
3177,9e73c552-03d2-4e04-821d-f08eb709fd03,,,,4,3,2,2,10,3,6,3,6,12,9,6,48,Doutorado,,2,,1,,,,4,,,67,Emerson Antônio Rocha Melo De Lucena,2007,UESC,17.72,1996,2006,1994,1995,1998,,2003.0,
3178,4110cc9a-249e-4fc0-896d-ad39f3a6c068,,,,,,,,,,,,,1,1,,11,Doutorado,,2,,2,,,,13,,,30,Lazaro Nonato Vasconcellos De Andrade,1998,UNEB,0.0,,,1996,1995,,,2000.0,
3179,f680c537-85ab-4f4b-a945-9081380882f0,,,,1,,,,,,,,,,,4,4,Mestrado,,1,,,,,,1,,,29,Quitéria Rodrigues Costa,None,UNEB,0.0,2019,2014,,2006,,,2014.0,
3180,f40bea06-faaa-4d34-9ef0-5015e501a733,,1,,,,,,,,,,,,,2,2,Mestrado,,,,,,,,1,,,15,Márcio Freire Palmeira,None,UNEB,0.0,,2004,,2005,,,2010.0,2000.0
3181,1165aa5e-0f7d-4ed9-9157-35880e9e784a,,,1,3,,,,3,3,,5,,3,2,6,26,Doutorado,2,8,,,,,,17,,1,31,João Carlos de Padua Andrade,2017,UESC,4.625,2020,2006,2004,2003,2003,,2003.0,
3182,c8bfebc9-b226-46be-809c-a3a882d65e10,,,,2,2,8,5,5,,2,,,7,5,26,104,Doutorado,,21,6,19,1,,,28,,9,83,Ennia Débora Passos Braga Pires,2011,UESB,16.615,2017,2014,2003,1995,1995,,2001.0,
3183,f8f0aef4-1e8d-4822-976e-0d1435a93f75,,,,1,,7,4,12,4,,5,19,5,7,5,66,Doutorado,1,15,,,,,,8,,,70,Carlos Eduardo Pereira,2008,UFSB,22.25,2009,2009,2002,2001,,,2008.0,
3184,23f31501-68b1-4c6e-a071-d94d97615399,,,,,,1,2,11,,1,1,,2,,,20,Doutorado,,,,,,,,,,1,20,Rafael de Carvalho Santos,2022,UFSB,9.87,,,2017,2013,,,2022.0,
3185,fc7d529e-3a8f-40f9-87e5-de8022d17fcd,,,,1,,,,,,,,6,,,,2,Doutorado,,,,,,,,2,,,86,Arnaldo Rocha Silva,2011,UESB,0.75,1989,,1993,1993,,,2000.0,
3186,71ac2786-1c64-40bb-a2f2-3f94681df3ff,,,,2,,,,,,,,,1,,1,3,Especialização,,,,,,,,,,,,Raqueline Brito Dos Santos,None,UICL,0.0,2016,2015,2010,2013,,,,
3187,bf0d24d3-46ef-412c-b474-6b989d2e8923,,,,,,1,,,5,,1,1,,5,2,5,Mestrado,,,,,,,,47,,12,117,Tereza Genoveva Nascimento Torezani Fontes,None,UESC,3.75,,2017,2016,2003,2002,,2011.0,
3188,65306652-4b6a-4796-b09b-7b64ff555bfc,,,,3,,1,1,4,1,,,,,,3,33,Doutorado,,10,,4,,,,,,,72,José Luiz Rech,2006,UESB,4.625,2006,2001,1990,1990,2006,,1992.0,
3189,34a2e4a9-f5e0-4f15-8472-eb3dd95ee0c0,,,,2,,1,1,2,8,2,1,,,9,3,6,Pós-Doutorado,,7,,,,,,3,,,46,Jolanta Rekawek,2006,UEFS,7.865,2022,1989,1997,2009,1989,,2010.0,
3190,e7990ba1-c019-4b20-af7c-10fe8703b652,,,,,1,4,1,3,3,,2,6,4,15,10,119,Pós-Doutorado,,46,3,9,1,,,34,,8,56,Lilian Boccardo,1997,UESB,9.875,,2010,1986,1985,1997,,1998.0,
3191,c2e46ab7-209b-4e7a-898b-31b7354c7273,,,,10,,,1,,1,,,,,18,6,8,Mestrado,,,,,,,,15,,4,195,Miriam Barreto De Almeida Passos,None,UNEB,1.25,2009,2011,2004,2004,2001,,2004.0,
3192,327f64f3-bb21-4d97-ba8f-e6181d7c5e29,,,,,,1,,,,,,,,,,,Especialização,,,,,,,,,,,8,Jorge Henrique Bezerra de Lima,None,UICL,0.875,,,2023,,,,,
3193,1ccd2ebf-faf2-44d6-8c0f-d610cbf71dd7,,,,,,,,2,2,1,1,1,3,1,4,5,Mestrado,,,,,,,,1,,,9,Paula Peixoto Messias Barreto,None,UFSB,2.995,,2018,2013,2020,,,2019.0,
